battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1030,1,2.8,1,2,1,61,0.4,198,2,14,59,1170,2027,6,1,5,1,1,1,2
521,0,1.5,1,6,0,47,0.3,153,2,5,1568,874,3433,8,2,16,0,0,1,3
1980,0,0.8,0,1,1,16,0.6,153,6,7,439,620,1867,12,10,14,1,1,0,0
599,0,1,0,4,0,3,1,174,5,3,626,1596,2379,15,12,2,1,0,1,1
1777,1,1.8,1,8,1,12,0.5,86,4,0,179,755,2547,5,5,4,1,1,1,2
1214,1,1.4,1,14,0,29,0.5,106,7,18,1659,1748,2613,16,17,19,0,0,1,3
1591,1,1.7,0,7,1,60,0.8,185,7,9,1739,589,1536,12,10,9,1,1,0,0
1423,0,1.5,1,16,0,61,0.1,159,4,14,1369,1455,2024,11,12,4,1,1,1,1
1274,0,0.7,0,2,1,59,0.8,95,6,1,199,1168,2230,18,3,5,1,1,0,2
720,1,2.5,0,12,1,4,0.6,145,3,11,1456,1708,3200,7,10,18,1,0,0,3
1093,0,1.6,0,6,0,11,0.7,163,1,6,715,1193,993,11,15,4,0,0,1,0
886,1,0.9,1,6,0,29,0.1,126,6,3,653,1536,2550,8,10,18,0,1,0,1
901,1,0.5,1,17,0,40,0.5,195,2,7,1207,1753,1239,18,1,6,0,1,1,2
1727,1,1.3,1,3,1,21,0.6,90,7,4,1402,1346,3015,5,12,2,1,1,0,3
1523,1,2.9,1,18,1,7,0.7,184,6,19,3,1729,1336,15,6,10,1,1,0,0
637,0,2.1,0,14,1,59,0.3,182,7,7,60,545,1986,7,1,3,1,0,1,1
1693,0,2.2,1,1,1,12,0.5,189,4,17,768,762,3077,18,16,2,1,0,0,2
1513,0,0.7,1,16,1,57,0.5,164,4,11,1033,993,3758,6,4,3,1,0,0,3
1637,0,1.8,0,18,1,9,0.4,192,1,15,392,1698,785,8,3,11,1,1,0,0
976,1,0.5,0,9,1,25,0.4,81,1,14,1020,521,1262,9,15,13,1,0,0,1
1082,0,1.3,0,10,1,26,0.3,117,2,4,307,1849,3260,18,10,4,1,1,1,2
1875,0,1.9,0,0,0,21,0.7,161,4,8,1387,1060,3052,11,12,14,0,0,1,3
975,1,0.7,0,18,1,49,0.5,125,4,4,198,1846,1865,13,11,14,1,1,1,0
1072,1,1.5,1,1,0,36,0.2,175,7,16,1829,692,1291,13,7,4,0,1,0,1
1005,1,1.1,1,5,1,4,0.3,94,1,11,342,908,2928,13,8,2,1,1,1,2
1057,0,2.9,1,6,0,43,0.6,181,2,2,317,1584,3649,5,8,12,1,0,1,3
1843,0,2.4,1,8,0,26,0.8,155,3,8,1619,1683,1524,15,5,9,0,0,0,0
967,1,1.3,1,16,0,20,0.7,140,5,13,328,626,2275,7,16,4,0,1,1,1
1615,0,2.3,0,2,0,42,0.2,184,2,13,543,873,1740,12,6,9,0,0,0,2
659,0,2.5,0,2,0,38,0.4,104,2,19,1714,1235,3621,9,4,19,1,0,0,3
575,0,2.4,0,1,1,56,0.9,116,2,15,237,1069,281,6,10,2,1,0,1,0
1252,0,2.8,0,11,1,16,0.1,154,3,15,508,1380,1211,17,16,14,1,1,0,1
1931,0,0.9,0,12,0,12,0.9,119,7,5,774,1245,3411,18,3,12,0,1,0,2
1044,0,1.5,1,13,0,21,0.4,93,5,13,648,757,2325,7,4,3,0,1,1,3
1480,1,1.6,1,16,0,35,0.7,189,4,1,1353,971,1748,6,2,12,1,0,1,0
1118,0,1.5,0,3,0,48,0.1,100,6,6,1528,706,791,10,5,16,1,1,0,1
980,0,0.8,1,15,1,29,0.4,167,2,8,1027,850,2019,18,8,16,1,1,1,2
622,1,1.2,0,4,0,24,0.9,133,7,7,54,1736,2788,10,17,8,0,0,0,3
1764,0,2.2,1,7,0,22,0.1,162,3,6,1797,1886,1957,8,17,5,1,1,0,0
1061,0,2.1,1,3,0,52,0.9,101,5,8,1267,1099,2108,17,2,12,1,0,1,1
1661,1,0.9,1,6,1,30,0.6,125,6,3,1161,1824,1556,14,15,7,1,0,0,2
1348,0,2.6,1,1,0,51,0.6,141,2,5,1753,906,3624,10,10,3,1,1,1,3
730,0,2.8,0,16,1,9,0.9,96,2,10,1448,1549,866,8,17,17,1,0,1,0
837,1,2.1,0,1,1,41,0.2,88,7,1,749,1023,1915,14,12,13,1,0,1,1
806,0,1.8,1,9,0,59,0.4,111,4,11,920,819,2862,16,12,11,1,0,1,2
1754,1,1.6,0,4,1,49,0.5,92,6,3,1662,520,2302,14,9,3,1,0,1,3
1416,1,2.8,0,8,1,41,0.2,80,5,12,1306,976,568,10,0,19,1,0,0,0
1265,0,1.8,1,14,1,29,0.5,93,4,15,213,1255,1182,14,6,17,1,0,1,1
614,1,2.9,1,17,1,15,0.5,110,5,17,90,1742,3318,8,15,18,1,1,0,2
1487,0,2.7,0,6,1,52,0.4,164,6,2,655,1334,3185,16,17,13,1,0,1,3
1438,1,1,0,13,1,13,0.4,135,2,10,146,1178,1942,12,4,14,1,1,0,0
855,0,0.9,1,0,1,55,0.3,124,4,19,15,1644,415,7,7,7,1,1,0,1
1181,0,1.6,0,13,0,9,0.5,134,5,16,947,941,2812,17,9,9,0,1,1,2
908,1,2,1,10,0,3,0.3,95,4,9,667,1659,3157,13,14,13,0,0,0,3
1376,0,2.9,1,1,1,49,0.2,186,3,15,1706,651,1032,9,0,5,1,0,1,0
1375,0,1.9,1,16,1,54,0.3,173,5,6,1746,1265,2678,14,17,13,1,0,0,1
1692,1,0.7,1,12,0,19,0.8,99,6,17,124,1603,3276,10,7,12,1,0,0,2
994,0,2.1,0,3,0,8,1,197,2,5,180,1391,2721,12,7,9,0,1,0,3
651,0,1.3,0,2,1,60,0.7,129,4,2,1803,1185,1493,17,8,7,1,1,1,0
1007,0,2.6,1,8,1,59,0.3,167,3,4,1880,1808,691,14,10,8,1,1,1,1
1174,0,2.9,0,7,1,31,0.1,122,7,9,760,1962,3881,14,2,5,1,1,0,2
1894,1,1.8,0,1,1,5,0.7,113,7,18,510,1422,3403,13,6,4,1,0,0,3
1336,1,1.5,1,3,1,17,1,116,4,7,74,621,724,6,13,8,1,1,1,0
1146,1,0.6,1,12,0,33,0.4,113,7,4,592,530,2186,18,11,5,1,1,0,1
1016,1,1.4,0,5,0,48,0.5,114,2,6,1778,1188,1486,18,14,13,0,1,1,2
1642,0,1.3,1,16,0,49,0.7,171,5,8,1784,1022,3243,8,9,2,0,1,1,3
563,1,0.8,1,10,0,62,0.5,91,1,19,1735,1684,1432,8,11,11,0,1,1,0
944,1,2.8,1,8,0,51,0.4,138,4,17,28,818,1737,6,3,8,0,1,1,1
1283,0,1.1,1,4,1,30,0.2,99,3,9,546,735,2865,11,5,6,1,0,1,2
651,0,2.9,0,8,1,12,0.4,147,5,19,207,1127,3610,7,11,14,1,0,1,3
1770,1,2.2,0,4,1,10,0.5,161,7,12,957,1935,1814,12,5,5,1,1,0,0
1038,1,2.1,0,16,0,20,0.4,118,1,3,1683,860,1906,15,6,18,0,0,0,1
1818,0,2.5,0,13,0,2,0.7,89,4,10,590,1344,3329,12,7,6,0,0,0,2
1030,1,1,1,11,0,4,0.6,157,7,6,573,1308,3950,12,15,8,1,0,0,3
1362,0,1.2,0,7,1,13,0.7,146,2,6,537,1371,1703,18,5,3,1,1,0,0
1675,0,1.5,0,5,0,22,0.4,99,6,13,717,1750,2362,7,13,13,1,1,0,1
1686,1,2.4,0,3,0,16,0.8,137,2,3,956,559,3307,15,4,10,0,0,0,2
1264,1,2.6,0,3,0,26,0.9,163,1,8,1331,1599,3963,14,11,13,1,1,1,3
1190,0,1.4,0,8,0,58,0.3,102,1,5,1081,1778,730,11,7,7,1,0,0,0
502,0,0.7,0,1,0,25,0.9,186,7,8,1133,1760,2530,12,13,16,0,0,0,1
1170,0,1.4,1,0,1,56,0.6,194,4,8,1463,1664,2486,10,10,6,1,1,1,2
1814,0,2.9,0,0,0,55,1,182,5,6,846,1406,3917,6,2,13,0,1,0,3
906,1,2.5,1,8,1,7,0.8,83,6,0,843,1696,1444,9,1,16,1,0,1,0
1008,0,2.2,0,3,0,13,0.9,108,1,6,828,1134,2599,12,9,14,0,0,0,1
1265,0,1.6,1,7,1,50,0.1,117,4,11,1599,947,2161,14,9,11,1,0,1,2
602,0,0.7,1,14,0,58,0.8,179,5,2,777,859,3450,12,8,4,0,1,0,3
1475,1,1.1,1,2,1,6,0.4,180,6,16,1300,1528,1277,9,17,19,1,0,1,0
1743,0,2.2,1,17,1,45,0.6,193,7,12,1249,689,2472,17,1,3,1,1,1,1
1870,0,0.6,1,4,0,56,0.4,165,6,19,1558,1484,1333,14,12,14,1,0,1,2
630,1,1,0,11,0,33,0.5,110,3,6,856,1265,2686,13,11,13,1,1,0,3
1166,1,3,0,4,1,31,0.7,103,7,2,324,1118,1107,13,17,8,1,1,0,0
714,1,2.4,1,6,1,62,0.3,177,2,16,802,1250,1106,6,16,15,1,1,1,1
1063,1,2.3,0,8,1,11,0.7,129,2,8,412,526,1791,16,10,2,1,1,1,2
1867,1,1.3,1,13,0,14,0.5,129,4,14,236,1646,3863,15,16,11,0,0,1,3
1380,0,2.9,0,15,1,21,0.6,128,5,15,1579,1349,372,17,6,12,1,1,1,0
936,0,1.6,1,8,0,56,1,87,5,10,89,1759,1807,13,6,11,1,1,1,1
581,0,2.5,0,0,1,42,0.3,148,4,3,213,1838,3731,16,15,11,1,1,0,2
1657,0,3,1,12,1,15,0.3,177,2,0,1712,1914,3797,15,9,4,1,1,1,3
732,1,2.5,1,13,1,57,0.3,116,5,14,1529,1159,696,5,12,10,1,1,1,0
1734,1,2.7,1,5,1,10,0.9,195,4,14,1796,1578,1540,10,10,19,1,1,0,1
1691,0,2.4,1,5,0,32,1,135,4,14,1565,1516,3625,5,9,10,0,0,0,2
1123,0,2.6,1,6,0,16,0.1,102,5,7,1282,1558,3907,17,5,7,1,0,1,3
1627,0,1.1,1,10,1,18,0.4,194,1,16,1794,1462,646,12,7,9,1,0,0,0
1714,0,0.8,1,5,0,30,0.6,83,4,7,435,1405,1753,16,16,4,1,1,0,1
1808,1,0.6,1,10,0,52,0.7,106,3,16,613,1824,1553,5,14,12,0,1,1,2
1450,1,2.2,0,6,1,54,0.3,156,3,1,1548,1361,3963,13,0,6,1,0,0,3
1888,1,2,1,1,0,13,0.3,191,5,5,1570,1740,723,17,6,17,1,0,1,0
1704,0,2.6,0,4,0,23,0.6,89,1,9,1390,1540,1933,14,9,18,1,1,0,1
1545,0,2.9,0,6,1,42,0.9,139,4,11,495,1767,1403,15,11,16,1,0,0,2
647,0,2.8,1,7,0,4,0.3,127,4,12,1902,1935,3319,15,8,15,0,1,0,3
741,0,0.8,0,1,0,2,0.8,89,3,0,1258,1319,1714,18,6,14,0,1,1,0
1311,0,1.8,0,13,0,50,0.4,101,3,8,1214,942,1563,12,17,12,0,0,0,1
561,1,2.2,1,8,1,55,0.7,86,7,9,1711,1380,2091,7,7,19,1,1,0,2
1199,1,1.1,0,15,0,10,0.4,131,6,8,1255,1345,3300,7,12,15,1,0,0,3
1990,1,2.3,1,18,0,4,0.6,96,3,8,467,1219,1679,9,16,2,1,0,1,0
1897,0,1.9,1,17,0,35,0.9,102,5,19,1271,1789,1356,8,6,18,0,1,0,1
1979,0,2.9,0,7,0,31,0.3,128,4,17,1815,689,2962,17,14,12,1,1,1,2
581,0,1.3,1,12,0,30,0.7,143,7,19,573,674,3268,8,10,4,0,1,0,3
633,0,1.4,0,18,0,53,0.6,152,3,18,296,676,628,10,2,16,0,1,1,0
973,0,0.8,0,5,0,5,0.3,175,4,13,236,892,1384,11,9,6,0,1,0,1
894,0,1.7,0,14,0,30,0.6,143,5,12,1486,1910,3165,17,10,2,1,1,1,2
1964,0,2.3,0,7,0,7,0.3,191,2,19,90,1837,3835,18,6,6,1,0,0,3
755,0,1.8,1,16,1,35,0.3,184,7,4,1762,1167,584,14,12,2,1,1,0,0
611,1,3,1,17,0,4,0.6,174,6,18,49,1824,2494,15,10,10,1,0,0,1
1342,1,1,0,15,1,52,0.4,117,5,16,1761,850,1211,16,13,14,1,0,1,2
1371,1,1.5,0,2,1,50,0.7,147,2,17,226,1224,2319,15,4,8,1,0,1,3
1807,0,1.2,1,17,1,29,0.8,115,7,10,531,1869,1425,10,11,7,1,1,0,0
621,1,1.7,0,7,1,62,0.8,199,4,6,1441,1152,1642,17,5,5,1,0,0,1
996,0,2.9,0,8,1,11,0.2,97,7,9,485,749,2521,8,13,8,1,1,1,2
1131,1,2.2,1,1,0,33,0.5,91,1,2,1781,1198,2612,11,1,13,0,1,0,3
1835,0,1.1,1,12,1,58,0.7,98,7,12,592,1606,873,15,8,15,1,0,1,0
1790,1,0.5,1,0,1,15,0.7,185,3,17,938,899,1162,14,16,14,1,0,1,1
734,0,3,1,11,1,49,0.4,97,5,3,1704,854,2505,12,9,7,1,0,0,2
931,0,1,0,5,1,8,0.8,175,7,10,0,581,2381,7,12,2,1,0,0,3
1758,1,1.4,0,6,1,19,0.4,146,7,15,167,1093,919,6,7,13,1,0,0,0
1601,0,2.1,1,0,0,26,0.6,82,2,5,765,950,1980,8,8,17,0,1,1,1
1017,0,1.1,0,16,1,63,0.9,86,1,6,85,1709,2753,16,4,12,1,1,0,2
835,0,1.8,0,9,1,24,0.2,130,5,14,1788,1960,3623,9,4,9,1,0,0,3
886,0,1.1,0,13,0,4,0.3,182,2,4,634,1084,1081,18,3,10,0,0,1,0
1728,0,2.7,0,1,0,40,0.2,88,5,3,270,1163,475,8,3,12,1,0,0,1
1673,1,1.5,0,11,0,60,0.3,143,7,17,1858,1719,2459,11,14,10,0,0,1,2
1661,1,0.7,0,6,0,10,0.1,154,2,2,325,1669,2969,16,17,3,0,0,1,3
1504,1,2,1,11,0,63,0.5,180,5,18,1048,1938,789,9,13,6,1,0,1,0
1807,1,0.6,0,16,1,49,0.5,160,2,4,1158,1774,821,6,11,16,1,0,1,1
1803,1,2.8,0,16,1,2,0.6,126,5,7,271,665,1770,7,11,16,1,0,0,2
955,1,1.1,1,11,1,47,0.6,191,7,12,1774,1929,3171,8,9,9,1,1,0,3
1145,1,0.8,0,3,1,12,0.3,109,1,0,1390,1610,1619,16,0,4,1,1,0,0
1375,0,1.6,0,14,0,3,0.7,122,1,13,1515,1033,2770,5,2,6,1,0,0,1
1639,0,2.4,0,7,1,2,0.5,88,5,17,1425,1266,1334,14,1,8,1,1,1,2
1104,1,2.6,1,17,1,43,0.1,88,5,16,1621,885,3769,10,5,18,1,1,0,3
961,0,2.7,1,16,1,50,0.7,191,2,10,1154,1836,1743,5,6,2,1,0,1,0
820,0,1.2,0,11,0,5,0.7,152,2,5,81,1265,640,17,16,8,0,0,0,1
781,0,2.8,1,15,0,25,0.9,193,4,0,682,591,1948,9,3,19,0,0,1,2
1437,0,1.1,0,14,1,29,0.3,199,4,16,1809,1916,2276,8,12,5,1,1,0,3
1888,1,2.5,0,0,0,46,0.1,146,5,12,379,1480,1026,8,13,10,0,1,1,0
793,1,1.8,0,13,0,28,0.5,93,5,10,155,1222,1839,10,4,13,1,1,0,1
728,1,2.8,1,0,1,41,0.8,156,6,0,1025,696,1711,12,8,10,1,1,0,2
953,0,2.3,0,13,1,60,0.1,143,6,3,270,1938,3872,14,13,12,1,1,0,3
1271,1,0.8,1,17,1,10,0.4,164,4,14,1750,1889,312,15,10,6,1,0,1,0
602,1,2.9,0,7,0,13,0.8,161,4,9,1857,1848,2408,7,6,10,1,1,1,1
1728,0,2.4,0,2,1,22,0.5,154,2,17,446,962,2747,11,16,8,1,0,0,2
832,0,1.2,1,11,0,54,0.9,118,5,9,1945,1201,2633,6,2,9,0,0,1,3
884,0,2.4,1,0,0,38,0.3,126,4,12,1790,1901,1842,10,2,11,0,0,1,0
1991,1,2.4,1,6,1,43,0.2,174,1,6,543,1391,581,8,16,19,1,0,1,1
585,0,2.4,1,6,1,12,0.7,152,2,0,142,527,2487,18,8,9,1,0,1,2
1202,0,1.8,1,7,1,33,0.8,115,1,0,1882,806,3121,6,6,16,1,0,1,3
1453,0,1.1,1,16,0,48,0.4,102,1,17,1401,1214,1318,8,11,16,1,1,1,0
526,0,1.8,1,13,1,12,0.6,132,5,10,670,1233,450,14,0,3,1,1,1,1
606,0,1,1,11,0,8,1,88,4,9,937,1032,3765,12,9,16,0,0,1,2
909,0,2.9,0,3,1,15,0.7,193,5,11,1442,1147,3740,13,14,12,1,1,1,3
685,0,2.8,0,6,1,3,0.8,137,4,5,518,1378,903,8,7,6,1,1,0,0
1991,0,1.7,1,0,1,41,1,103,6,11,29,1926,476,13,9,12,1,0,0,1
1109,0,1.4,0,15,0,46,0.6,195,6,11,1859,1238,2800,8,12,9,0,1,1,2
571,1,1.1,1,3,0,52,0.7,197,5,16,948,1660,2474,18,12,12,0,0,0,3
1990,0,1.4,1,1,1,24,0.2,112,6,16,962,544,536,7,13,4,1,0,1,0
1095,1,1,0,2,1,8,0.7,121,2,11,1077,1246,2569,13,14,12,1,0,0,1
835,0,1.3,0,13,0,44,0.2,153,1,3,1941,1817,2962,12,8,3,0,1,0,2
1749,1,0.6,1,10,0,5,1,137,4,3,1411,1091,2302,10,2,4,1,0,1,3
1541,0,1.4,0,5,0,10,0.6,172,7,12,990,724,1456,14,14,11,0,0,0,0
1234,1,1.7,1,4,0,25,0.8,154,7,6,202,1881,500,9,8,13,0,0,0,1
1066,0,0.7,0,9,1,10,0.8,140,3,6,1860,1792,1891,15,4,13,1,1,0,2
1935,0,0.7,0,12,0,4,0.3,171,4,2,210,1165,3280,13,10,12,1,1,0,3
1939,0,1.8,0,10,0,31,0.4,171,1,1,1100,554,1874,5,6,18,1,0,1,0
655,1,2.5,0,5,0,56,0.2,86,1,16,419,1331,1479,17,5,3,1,1,0,1
1837,0,1.3,0,5,0,51,0.9,82,4,13,1326,1608,1841,13,9,16,0,1,0,2
1924,0,1.3,0,9,0,18,0.5,160,2,13,835,1447,2961,13,17,3,0,0,0,3
1529,1,2.4,0,0,0,44,0.3,131,7,9,1675,1983,970,15,6,4,1,0,1,0
796,0,0.9,1,6,1,45,0.6,140,4,5,356,1003,2200,6,9,4,1,1,0,1
1378,0,2.1,1,10,0,36,0.8,98,6,14,1034,1299,3797,11,12,7,1,1,0,2
1211,1,2.8,1,16,1,63,0.7,119,7,4,1803,1870,3533,18,12,13,1,1,0,3
1219,0,2.2,1,10,1,52,0.5,93,5,3,1871,1482,1901,12,9,2,1,1,0,0
1043,0,0.8,1,10,1,35,0.6,90,7,12,1412,1279,730,17,0,19,1,1,0,1
755,1,1.9,1,2,0,26,0.6,169,7,0,925,1094,1446,8,4,12,0,0,0,2
1713,0,2.9,0,12,1,46,0.2,111,1,3,1501,1631,3547,18,8,8,1,1,1,3
662,1,2.7,0,12,0,42,0.5,132,2,7,76,1753,814,12,12,17,1,0,0,0
1489,1,0.9,0,12,1,18,0.4,178,2,8,1467,969,2292,6,2,10,1,0,0,1
1658,0,2.9,0,15,1,7,0.9,151,4,13,838,979,2870,15,3,17,1,0,0,2
1814,1,0.6,0,14,0,46,0.4,134,1,12,702,1433,2902,9,1,2,1,0,0,3
1770,0,2,1,3,0,57,0.4,156,2,6,248,1638,334,14,5,8,1,0,1,0
1236,1,1.6,1,1,0,8,0.3,111,2,3,1304,1862,2303,14,11,13,0,1,0,1
1234,1,1.2,1,14,0,48,0.5,199,4,4,634,604,2995,9,10,15,0,0,1,2
1346,1,2.9,0,8,1,24,0.4,144,2,8,410,1145,2926,14,7,8,1,1,0,3
559,0,0.6,1,2,0,40,0.6,82,6,19,1001,1869,368,8,3,6,1,1,0,0
1467,1,2.9,1,11,0,24,0.1,139,4,19,1719,1845,448,16,4,14,0,1,0,1
1508,1,1.2,0,0,0,27,0.7,143,5,16,1039,799,1939,15,7,19,0,1,1,2
822,1,2.2,1,8,0,24,0.4,107,4,12,896,1137,3807,11,7,14,0,0,1,3
1370,0,2.7,0,12,1,60,0.9,95,5,5,1364,1350,376,5,5,9,1,0,0,0
1619,1,0.7,0,0,1,36,0.2,113,1,8,487,1870,707,17,9,14,1,1,1,1
1243,0,1.3,0,14,1,55,0.7,95,7,2,750,1811,1848,17,11,15,1,0,0,2
1267,1,2.2,0,15,0,2,0.9,117,5,9,364,1619,3557,11,0,17,1,0,1,3
1970,1,1.9,0,12,0,39,0.4,142,2,16,680,1125,530,14,9,2,1,1,1,0
1623,0,2.8,1,9,1,12,0.3,137,3,1,1428,980,460,10,4,10,1,1,0,1
1340,1,2.6,1,11,1,51,0.8,153,4,15,1745,557,2322,14,15,15,1,1,0,2
797,0,1.9,0,14,0,46,0.4,86,3,19,1656,1643,3857,14,15,12,1,1,0,3
1150,0,2.6,0,8,0,44,0.4,109,1,0,703,1910,379,11,2,14,1,0,0,0
1111,0,2.8,0,0,0,60,0.2,126,2,17,1834,1771,1311,14,9,5,0,1,1,1
1353,1,2.2,0,1,0,28,0.8,112,3,3,1415,1351,3072,17,16,10,0,1,0,2
1963,1,0.7,1,2,0,25,0.5,117,6,8,116,1436,2646,17,3,14,0,0,0,3
1276,0,1.2,0,17,1,31,0.8,120,7,4,1299,737,1843,14,15,11,1,1,1,0
1371,1,0.7,0,16,0,22,0.8,149,2,4,1789,950,426,8,11,18,1,1,1,1
1932,1,2.1,1,15,1,13,0.4,136,7,0,1623,1454,3353,14,0,18,1,0,1,2
1412,0,1.2,0,10,1,48,0.7,154,6,10,696,1618,2759,9,11,8,1,0,1,3
1670,1,2.1,0,16,0,39,0.6,166,3,5,1705,586,1066,16,0,10,1,0,1,0
1220,1,2.5,0,1,1,13,0.7,180,3,9,448,804,447,13,4,3,1,1,1,1
1665,1,0.9,1,4,0,29,0.4,128,1,12,435,649,3672,13,1,9,0,1,0,2
1554,0,1.2,1,16,1,18,0.4,128,5,1,114,1139,2679,13,13,17,1,1,1,3
1143,1,2.5,0,5,1,10,0.7,106,7,2,439,1516,418,6,0,4,1,1,1,0
634,1,2.9,0,8,0,14,0.2,87,6,17,515,790,2251,13,3,5,1,0,1,1
1443,1,0.7,0,4,1,42,0.3,92,7,8,826,1696,3033,11,5,8,1,1,0,2
1971,0,2.4,1,11,0,23,0.9,97,6,16,434,1476,3515,16,15,14,0,1,0,3
1534,0,2.4,0,10,0,14,0.2,198,4,9,1332,783,992,18,12,11,1,0,1,0
1434,0,1,0,14,0,45,0.1,83,2,4,580,1301,1538,11,3,17,1,1,0,1
1567,0,2.2,0,16,1,23,0.7,103,6,12,447,661,2151,11,16,3,1,0,1,2
789,1,1.8,0,12,1,11,0.1,157,3,18,569,550,2680,6,9,15,1,0,1,3
1909,1,2.9,0,3,1,4,1,81,1,13,408,766,1163,16,16,10,1,1,0,0
780,1,0.8,0,14,0,17,0.2,96,5,13,649,1455,990,6,13,12,0,0,1,1
1817,0,2.6,1,4,0,63,0.7,127,6,2,586,660,2378,13,12,16,0,0,1,2
1624,0,0.6,0,12,0,60,0.2,90,5,1,1793,1566,2344,7,5,8,0,0,1,3
697,1,2.7,1,13,1,5,0.7,168,6,17,1803,1820,1500,10,12,16,1,1,0,0
551,0,0.7,0,11,0,46,0.5,138,4,3,929,509,1215,17,1,10,0,1,0,1
1304,0,2.2,1,17,1,46,0.9,144,7,13,437,988,1711,12,12,11,1,0,1,2
1635,0,1.1,0,1,0,7,0.6,134,6,9,1439,613,3453,17,9,5,1,1,0,3
1953,1,2.2,1,2,0,7,0.7,178,6,17,422,1344,910,10,1,18,0,1,1,0
1605,1,0.7,0,5,0,17,0.3,135,1,1,464,1091,2307,11,7,12,1,1,0,1
844,1,1.7,1,5,1,62,0.6,157,1,7,1506,1659,2764,18,8,16,1,1,1,2
1962,0,2.3,0,10,1,5,0.7,135,4,8,1177,1235,3821,16,8,12,1,0,0,3
1316,0,2.5,1,12,1,54,0.9,117,7,16,1731,1578,1659,11,6,2,1,0,0,0
1234,0,1.7,0,13,1,10,0.6,141,7,8,1871,665,1865,7,1,14,1,0,1,1
1773,0,2.7,0,9,0,34,0.3,194,4,0,1651,1329,3515,13,2,2,1,0,1,2
985,0,0.7,1,4,1,56,0.5,147,7,7,98,1350,3893,6,17,14,1,1,0,3
1643,1,1.3,1,12,1,10,0.8,151,5,2,1832,938,1370,9,17,6,1,0,1,0
1392,1,1.2,1,17,0,22,0.7,99,7,7,813,1632,1758,7,12,14,0,0,1,1
1401,0,1.6,1,9,0,9,1,109,4,2,688,624,1617,6,2,7,0,1,0,2
1196,1,1.5,0,15,0,62,0.4,105,3,5,1389,1666,2974,17,16,18,1,1,1,3
1523,1,2.1,1,4,1,7,0.7,105,2,11,1070,950,476,16,6,16,1,1,0,0
1760,1,1.9,1,8,0,37,0.5,166,6,18,1685,1517,2444,14,8,15,1,1,1,1
580,1,2.8,1,12,1,30,0.8,93,6,0,992,1238,1619,18,11,19,1,1,0,2
951,1,1.8,0,15,0,40,0.2,188,2,5,1478,786,3351,7,1,15,1,0,0,3
1627,1,1.8,0,5,0,24,0.1,196,6,18,485,874,1169,17,16,15,1,1,0,0
1115,1,0.7,0,1,1,42,0.1,119,5,16,173,731,957,17,15,15,1,1,1,1
1736,1,1.6,0,8,1,39,1,86,7,1,1001,1899,1596,15,11,10,1,1,0,2
1079,1,1,1,4,1,24,0.3,147,2,19,50,864,3083,16,7,4,1,0,0,3
1691,0,2.3,1,0,1,2,0.8,159,7,14,1052,1564,1754,6,6,6,1,1,1,0
1413,0,3,1,1,1,3,0.7,191,2,7,1912,1965,1643,13,11,18,1,1,0,1
1233,0,1.7,0,8,1,7,0.3,92,2,6,572,822,3539,5,16,12,1,0,1,2
780,1,2.9,1,3,0,18,0.5,140,1,18,627,1404,2597,10,0,19,0,0,1,3
1779,0,0.5,1,6,1,63,0.8,199,6,11,1367,1612,1316,11,14,5,1,0,0,0
1632,1,1.9,0,7,1,35,0.7,108,1,2,848,1847,1404,16,2,4,1,0,1,1
1624,1,1,1,7,1,35,0.7,94,4,9,59,1909,1749,16,1,6,1,0,0,2
1372,0,2.9,0,9,1,6,0.2,151,1,12,668,625,3762,7,4,8,1,0,1,3
1905,1,1.8,1,14,1,30,0.7,128,7,9,936,582,1621,12,10,2,1,0,0,0
1772,1,1.9,1,6,0,59,0.4,80,2,3,471,1757,880,17,10,14,0,1,1,1
1770,1,1,1,1,1,3,0.6,141,4,7,1928,1730,3213,10,13,10,1,1,1,2
1532,0,2.4,0,11,1,32,0.3,81,4,5,703,1021,2723,11,13,8,1,1,0,3
1682,1,2.4,0,17,0,36,0.9,95,2,14,634,887,308,15,16,11,0,0,1,0
1508,1,1.5,0,13,1,35,0.3,139,4,0,1888,1372,2490,17,3,11,1,0,0,1
1441,1,2.6,1,2,1,50,0.1,184,7,8,871,1727,3728,5,2,9,1,1,0,2
1156,1,1.1,0,5,1,56,0.4,122,4,9,760,1627,3830,15,3,19,1,0,1,3
1988,0,1.2,1,16,1,46,0.2,113,7,8,245,694,1767,9,9,13,1,1,0,0
1311,0,2.2,1,15,0,49,0.6,174,7,7,295,1389,1608,12,12,2,1,1,0,1
1654,0,2.1,1,2,1,3,0.8,131,4,12,1835,1941,2978,16,0,9,1,0,1,2
521,0,2,0,16,0,63,0.7,81,6,8,79,508,3428,8,2,4,1,1,0,3
1321,1,1.4,1,14,1,15,0.9,124,1,17,1753,1832,1607,5,12,4,1,1,1,0
771,1,1.7,0,15,0,27,1,89,6,4,913,1860,2113,15,4,16,0,1,0,1
1427,1,0.6,0,0,1,13,0.7,133,4,19,553,1572,2978,14,8,12,1,0,1,2
935,0,1.4,0,12,1,24,0.4,103,7,5,159,1273,3780,9,5,18,1,1,1,3
1101,1,2.4,1,1,1,30,0.4,140,7,13,1401,828,1561,11,17,14,1,1,1,0
